Time,Marker ID,Error X,Error Y,Yaw Error,Height,PID Value X,PID Value Y,PID Value Yaw,Value Z
2024-02-04 19:37:12,,,,,81,,,,15
2024-02-04 19:37:12,20,3,-29,0,82,-8,15,0,0
2024-02-04 19:37:12,20,3,-25,0,82,-8,-15,0,0
2024-02-04 19:37:12,20,3,-25,1,82,-8,15,3,0
2024-02-04 19:37:12,20,6,-26,-1,82,-15,15,-3,0
2024-02-04 19:37:12,20,6,-25,0,82,-11,-13,0,0
2024-02-04 19:37:12,20,6,-25,0,82,-11,15,0,0
2024-02-04 19:37:12,20,6,-26,0,82,-11,15,0,0
2024-02-04 19:37:12,20,6,-26,0,82,-11,15,0,0
2024-02-04 19:37:12,20,6,-26,0,83,-11,15,0,0
2024-02-04 19:37:12,20,6,-25,0,83,-11,-13,0,0
2024-02-04 19:37:12,20,6,-25,0,83,-11,15,0,0
2024-02-04 19:37:12,20,6,-26,0,83,-11,15,0,0
2024-02-04 19:37:12,20,7,-26,3,83,-15,15,9,0
2024-02-04 19:37:12,20,7,-26,3,83,-12,15,9,0
2024-02-04 19:37:12,20,7,-26,2,83,-12,15,6,0
2024-02-04 19:37:12,20,7,-26,2,83,-12,15,6,0
2024-02-04 19:37:12,20,7,-26,2,83,-12,15,6,0
2024-02-04 19:37:12,20,7,-26,1,83,-12,15,3,0
2024-02-04 19:37:12,20,7,-26,1,83,-12,15,3,0
2024-02-04 19:37:12,20,7,-26,-1,83,-12,15,-3,0
2024-02-04 19:37:12,20,7,-26,0,83,-12,15,0,0
2024-02-04 19:37:12,20,7,-26,0,83,-12,15,0,0
2024-02-04 19:37:13,20,7,-26,1,83,-12,15,3,0
2024-02-04 19:37:13,20,7,-26,1,83,-12,15,3,0
2024-02-04 19:37:13,20,7,-26,1,84,-12,15,3,0
2024-02-04 19:37:13,20,7,-26,0,84,-12,15,0,0
2024-02-04 19:37:13,20,7,-26,0,84,-12,15,0,0
2024-02-04 19:37:13,20,7,-25,-1,84,-12,-15,-3,0
2024-02-04 19:37:13,20,7,-25,0,84,-12,15,0,0
2024-02-04 19:37:13,20,7,-25,0,84,-12,15,0,0
2024-02-04 19:37:13,20,6,-24,2,84,15,-14,6,0
2024-02-04 19:37:13,20,6,-24,2,84,-11,15,6,0
2024-02-04 19:37:13,20,6,-24,2,84,-11,15,6,0
2024-02-04 19:37:13,20,6,-24,-2,84,-11,15,-6,0
2024-02-04 19:37:13,20,6,-22,0,84,-11,-15,0,0
2024-02-04 19:37:13,20,6,-22,0,84,-11,15,0,0
2024-02-04 19:37:13,20,5,-22,0,84,15,15,0,0
2024-02-04 19:37:13,20,5,-21,-1,84,-10,-15,-3,0
2024-02-04 19:37:13,20,5,-21,-1,84,-10,15,-3,0
2024-02-04 19:37:13,20,5,-21,-1,84,-10,15,-3,0
2024-02-04 19:37:13,20,5,-21,-1,83,-10,15,-3,0
2024-02-04 19:37:13,20,5,-20,0,83,-10,-7,0,0
2024-02-04 19:37:13,20,5,-19,0,83,-10,-15,0,0
2024-02-04 19:37:13,20,5,-19,0,83,-10,15,0,0
2024-02-04 19:37:13,20,5,-18,0,85,-10,-15,0,0
2024-02-04 19:37:13,20,5,-18,0,85,-10,15,0,0
2024-02-04 19:37:13,20,5,-17,1,85,-10,-15,3,0
2024-02-04 19:37:13,20,5,-17,1,84,-10,15,3,0
2024-02-04 19:37:13,20,5,-17,1,84,-10,15,3,0
2024-02-04 19:37:13,20,5,-17,0,84,-10,15,0,0
2024-02-04 19:37:13,20,5,-16,-1,84,-10,-15,-3,0
2024-02-04 19:37:13,20,5,-16,-1,84,-10,15,-3,0
2024-02-04 19:37:13,20,5,-15,0,84,-10,-15,0,0
2024-02-04 19:37:14,20,5,-15,0,84,-10,15,0,0
2024-02-04 19:37:14,20,5,-15,1,84,-10,15,3,0
2024-02-04 19:37:14,20,5,-15,1,84,-10,15,3,0
2024-02-04 19:37:14,20,5,-15,1,84,-10,15,3,0
2024-02-04 19:37:14,20,5,-15,1,84,-10,15,3,0
2024-02-04 19:37:14,20,5,-13,0,84,-10,-15,0,0
2024-02-04 19:37:14,20,5,-12,-1,85,-10,-15,-3,0
2024-02-04 19:37:14,20,5,-12,-1,85,-10,15,-3,0
2024-02-04 19:37:14,20,6,-12,3,85,-15,15,9,0
2024-02-04 19:37:14,20,6,-12,3,85,-11,15,9,0
2024-02-04 19:37:14,20,6,-12,3,84,-11,15,9,0
2024-02-04 19:37:14,20,5,-11,0,84,15,-15,0,0
2024-02-04 19:37:14,20,5,-10,-1,83,-10,-15,-3,0
2024-02-04 19:37:14,20,5,-9,-1,83,-10,-15,-3,0
2024-02-04 19:37:14,20,5,-9,-1,83,-10,13,-3,0
2024-02-04 19:37:14,20,5,-9,0,82,-10,13,0,0
2024-02-04 19:37:14,20,5,-9,0,82,-10,13,0,0
2024-02-04 19:37:14,20,5,-9,0,82,-10,13,0,0
2024-02-04 19:37:14,20,5,-8,0,82,-10,-15,0,0
2024-02-04 19:37:14,20,5,-8,0,82,-10,12,0,0
2024-02-04 19:37:14,20,5,-6,0,82,-10,-15,0,0
2024-02-04 19:37:14,20,5,-5,0,82,-10,-15,0,-15
2024-02-04 19:37:14,20,5,-5,0,82,-10,9,0,-15
2024-02-04 19:37:14,20,5,-5,0,82,-10,9,0,-15
2024-02-04 19:37:14,20,5,-5,0,82,-10,9,0,-15
