Time,Marker ID,Error X,Error Y,Yaw Error,Height,PID Value X,PID Value Y,PID Value Yaw
2024-02-03 18:19:32,20,13,2,-21,78,0,0,-63
2024-02-03 18:19:32,20,15,1,3,78,-100,0,9
2024-02-03 18:19:32,20,15,0,3,78,-45,0,9
2024-02-03 18:19:32,20,15,0,2,78,-45,0,6
2024-02-03 18:19:32,20,15,-1,3,78,-45,0,9
2024-02-03 18:19:32,20,16,-1,3,79,-86,0,9
2024-02-03 18:19:32,20,16,-1,3,79,-48,0,9
2024-02-03 18:19:32,20,16,-1,3,79,-48,0,9
2024-02-03 18:19:32,20,16,-1,2,79,-48,0,6
2024-02-03 18:19:32,20,15,-1,2,79,-6,0,6
2024-02-03 18:19:33,20,15,-1,2,79,-45,0,6
2024-02-03 18:19:33,20,15,-1,3,79,-45,0,9
2024-02-03 18:19:33,20,15,-1,3,79,-45,0,9
2024-02-03 18:19:33,20,15,-1,3,79,-45,0,9
2024-02-03 18:19:33,20,16,-2,2,79,-86,0,6
2024-02-03 18:19:33,20,16,-2,1,79,-48,0,3
2024-02-03 18:19:33,20,15,-2,1,79,-7,0,3
2024-02-03 18:19:33,20,15,-2,3,79,-45,0,9
2024-02-03 18:19:33,20,15,-2,2,79,-45,0,6
2024-02-03 18:19:33,20,15,-2,3,79,-45,0,9
2024-02-03 18:19:33,20,15,-2,2,79,-45,0,6
2024-02-03 18:19:33,20,17,-2,4,79,0,0,12
2024-02-03 18:19:33,20,15,-2,4,79,0,0,12
2024-02-03 18:19:34,20,14,-2,3,80,-3,0,9
2024-02-03 18:19:34,20,13,-3,3,80,-1,0,9
2024-02-03 18:19:34,20,10,-3,4,80,0,0,12
2024-02-03 18:19:34,20,13,-3,4,79,0,0,12
2024-02-03 18:19:34,20,11,-3,4,80,0,0,12
2024-02-03 18:19:34,20,10,-3,4,80,0,0,12
2024-02-03 18:19:34,20,10,-3,4,80,0,0,12
2024-02-03 18:19:34,20,9,-3,2,80,11,0,6
2024-02-03 18:19:34,20,7,-2,2,81,55,0,6
2024-02-03 18:19:34,20,7,-2,3,81,-21,0,9
2024-02-03 18:19:34,20,6,-2,2,81,20,0,6
2024-02-03 18:19:34,20,2,-2,2,81,100,0,6
2024-02-03 18:19:34,20,4,-2,2,80,-88,0,6
2024-02-03 18:19:35,20,3,-2,2,80,29,0,6
2024-02-03 18:19:35,20,2,-2,2,80,31,0,6
2024-02-03 18:19:35,20,3,-2,2,81,-47,0,6
2024-02-03 18:19:35,20,4,-2,0,81,-60,0,0
2024-02-03 18:19:35,20,5,-2,2,82,-46,0,6
2024-02-03 18:19:35,20,7,-2,0,82,-100,0,0
2024-02-03 18:19:35,20,7,-2,1,81,-21,0,3
2024-02-03 18:19:35,20,6,-2,1,81,20,0,3
2024-02-03 18:19:35,20,5,-1,0,81,23,0,0
2024-02-03 18:19:35,20,5,-1,1,81,-15,0,3
2024-02-03 18:19:35,20,7,-1,1,81,-100,0,3
2024-02-03 18:19:35,20,7,-1,0,81,-21,0,0
2024-02-03 18:19:35,20,4,-1,3,81,100,0,9
2024-02-03 18:19:36,20,3,-1,3,81,29,0,9
2024-02-03 18:19:36,20,1,-1,-1,81,72,0,-3
2024-02-03 18:19:36,20,0,-1,0,82,38,0,0
2024-02-03 18:19:36,20,0,-1,0,82,0,0,0
2024-02-03 18:19:36,20,-3,-1,1,81,100,0,3
2024-02-03 18:19:36,20,-1,-1,-1,82,-73,0,-3
2024-02-03 18:19:36,20,-3,-1,1,81,85,0,3
2024-02-03 18:19:36,20,-2,-1,1,81,-32,0,3
2024-02-03 18:19:36,20,0,0,1,80,-76,0,3
2024-02-03 18:19:36,20,0,0,0,80,0,0,0
2024-02-03 18:19:36,20,0,0,0,81,0,0,0
2024-02-03 18:19:36,20,8,0,0,81,-100,0,0
2024-02-03 18:19:36,20,6,0,1,80,58,0,3
2024-02-03 18:19:37,20,6,0,1,80,-18,0,3
2024-02-03 18:19:37,20,7,0,-1,80,-59,0,-3
2024-02-03 18:19:37,20,7,0,-1,80,-21,0,-3
2024-02-03 18:19:37,20,8,0,-1,80,-62,0,-3
2024-02-03 18:19:37,20,8,1,-1,80,-24,0,-3
2024-02-03 18:19:37,20,8,1,0,80,-24,0,0
2024-02-03 18:19:37,20,8,1,-2,81,-24,0,-6
2024-02-03 18:19:37,20,7,1,-1,81,10,0,-3
2024-02-03 18:19:37,20,6,1,0,80,20,0,0
2024-02-03 18:19:37,20,5,1,0,80,17,0,0
2024-02-03 18:19:37,20,3,1,-1,80,54,0,-3
2024-02-03 18:19:37,20,1,2,-1,79,73,0,-3
2024-02-03 18:19:38,20,2,2,-1,81,-44,0,-3
2024-02-03 18:19:38,20,-4,2,-1,81,100,0,-3
2024-02-03 18:19:38,20,-4,2,0,80,12,0,0
2024-02-03 18:19:38,20,-2,2,0,80,-70,0,0
2024-02-03 18:19:38,20,-3,2,0,80,47,0,0
2024-02-03 18:19:38,20,-3,2,-2,80,9,0,-6
2024-02-03 18:19:38,20,-1,2,-1,80,-72,0,-3
2024-02-03 18:19:38,20,-3,1,-1,80,85,0,-3
2024-02-03 18:19:38,20,0,1,-1,81,-100,0,-3
2024-02-03 18:19:38,20,1,1,0,81,-41,0,0
2024-02-03 18:19:38,20,1,1,-1,81,-3,0,-3
2024-02-03 18:19:38,20,6,1,-1,82,-100,0,-3
2024-02-03 18:19:38,20,5,1,-1,81,23,0,-3
2024-02-03 18:19:39,20,6,1,-1,81,-56,0,-3
2024-02-03 18:19:39,20,3,0,-1,81,100,0,-3
2024-02-03 18:19:39,20,3,0,-2,81,-9,0,-6
2024-02-03 18:19:39,20,3,0,-2,81,-9,0,-6
2024-02-03 18:19:39,20,-1,0,1,81,100,0,3
2024-02-03 18:19:39,20,-4,0,2,81,100,0,6
2024-02-03 18:19:39,20,0,0,2,81,-100,0,6
2024-02-03 18:19:39,20,-1,0,1,81,41,0,3
2024-02-03 18:19:39,20,0,0,2,81,-38,0,6
2024-02-03 18:19:39,20,0,0,3,81,0,0,9
2024-02-03 18:19:39,20,-2,0,2,80,82,0,6
2024-02-03 18:19:39,20,4,0,3,80,-100,0,9
2024-02-03 18:19:39,20,1,0,3,81,100,0,9
2024-02-03 18:19:40,20,1,0,3,80,-3,0,9
2024-02-03 18:19:40,20,4,-1,4,81,0,0,12
2024-02-03 18:19:40,20,4,-1,1,81,-12,0,3
