Time,Marker ID,Error X,Error Y,Yaw Error,Height,PID Value X,PID Value Y,PID Value Yaw,Value Z
2024-02-04 19:34:17,,,,,81,,,,15
2024-02-04 19:34:17,20,6,-19,0,81,-11,15,0,0
2024-02-04 19:34:17,20,7,-19,-1,81,-15,15,-3,0
2024-02-04 19:34:17,20,7,-19,-3,82,-12,15,-9,0
2024-02-04 19:34:17,20,7,-20,-1,82,-12,15,-3,0
2024-02-04 19:34:17,20,6,-19,0,82,15,-15,0,0
2024-02-04 19:34:17,20,5,-18,0,83,15,-15,0,0
2024-02-04 19:34:17,20,2,-14,-2,83,15,-15,-6,0
2024-02-04 19:34:17,20,3,-14,0,83,-15,15,0,0
2024-02-04 19:34:17,20,3,-14,-1,83,-8,15,-3,0
2024-02-04 19:34:17,20,2,-14,1,83,15,15,3,0
2024-02-04 19:34:17,20,2,-15,-3,83,-7,15,-9,0
2024-02-04 19:34:17,20,2,-15,0,83,-7,15,0,0
2024-02-04 19:34:17,20,2,-15,0,83,-7,15,0,0
2024-02-04 19:34:17,20,2,-15,-1,84,-7,15,-3,0
2024-02-04 19:34:17,20,2,-15,-1,84,-7,15,-3,0
2024-02-04 19:34:17,20,2,-16,-1,84,-7,15,-3,0
2024-02-04 19:34:17,20,2,-16,-1,83,-7,15,-3,0
2024-02-04 19:34:17,20,2,-16,0,83,-7,15,0,0
2024-02-04 19:34:18,20,2,-17,-2,83,-7,15,-6,0
2024-02-04 19:34:18,20,2,-17,-2,83,-7,15,-6,0
2024-02-04 19:34:18,20,2,-17,-2,83,-7,15,-6,0
2024-02-04 19:34:18,20,2,-17,0,84,-7,15,0,0
2024-02-04 19:34:18,20,2,-17,0,84,-7,15,0,0
2024-02-04 19:34:18,20,3,-17,0,84,-15,15,0,0
2024-02-04 19:34:18,20,3,-17,0,84,-8,15,0,0
2024-02-04 19:34:18,20,3,-17,0,84,-8,15,0,0
2024-02-04 19:34:18,20,3,-17,0,84,-8,15,0,0
2024-02-04 19:34:18,20,3,-17,0,84,-8,15,0,0
