Time,Marker ID,Error X,Error Y,Yaw Error,Height,PID Value X,PID Value Y,PID Value Yaw
2024-02-03 17:22:12,20,7,-4,-5,81,0,0,-15
2024-02-03 17:22:13,20,7,-4,-5,81,0,0,-15
2024-02-03 17:22:13,20,6,-5,-3,80,-18,0,-9
2024-02-03 17:22:13,20,6,-5,-3,81,-18,0,-9
2024-02-03 17:22:13,20,7,-5,-3,81,-20,0,-9
2024-02-03 17:22:13,20,7,-5,-3,81,-20,0,-9
2024-02-03 17:22:13,20,6,-5,-3,81,-18,0,-9
2024-02-03 17:22:13,20,6,-5,-2,81,-18,0,-6
2024-02-03 17:22:13,20,7,-5,-2,80,-20,0,-6
2024-02-03 17:22:13,20,7,-5,-3,81,-20,0,-9
2024-02-03 17:22:13,20,7,-5,-3,81,-20,0,-9
2024-02-03 17:22:13,20,7,-5,-3,81,-20,0,-9
2024-02-03 17:22:13,20,6,-5,-2,81,-18,0,-6
2024-02-03 17:22:13,20,7,-5,-2,81,-20,0,-6
2024-02-03 17:22:14,20,7,-5,-3,81,-20,0,-9
2024-02-03 17:22:14,20,7,-5,-2,81,-20,0,-6
2024-02-03 17:22:14,20,7,-5,-1,82,-20,0,-3
2024-02-03 17:22:14,20,7,-5,-3,82,-20,0,-9
2024-02-03 17:22:14,20,7,-6,-2,81,-20,0,-6
2024-02-03 17:22:14,20,8,-5,-1,80,-20,0,-3
2024-02-03 17:22:14,20,8,-5,-1,80,-20,0,-3
2024-02-03 17:22:14,20,7,-5,-1,80,-20,0,-3
2024-02-03 17:22:14,20,7,-5,0,80,-20,0,0
2024-02-03 17:22:14,20,7,-5,0,80,-20,0,0
2024-02-03 17:22:14,20,6,-5,0,80,-18,0,0
2024-02-03 17:22:14,20,6,-5,-1,80,-18,0,-3
2024-02-03 17:22:14,20,5,-6,2,79,-15,0,6
2024-02-03 17:22:15,20,5,-6,2,79,-15,0,6
2024-02-03 17:22:15,20,4,-6,2,79,-12,0,6
2024-02-03 17:22:15,20,3,-7,1,78,-9,0,3
2024-02-03 17:22:15,20,3,-7,2,78,-9,0,6
2024-02-03 17:22:15,20,2,-7,2,78,-6,0,6
2024-02-03 17:22:15,20,0,-7,-1,78,0,0,-3
2024-02-03 17:22:15,20,0,-6,0,78,0,0,0
2024-02-03 17:22:15,20,-1,-7,0,78,3,0,0
2024-02-03 17:22:15,20,-1,-7,2,80,3,0,6
2024-02-03 17:22:15,20,-2,-7,2,80,6,0,6
