Time,Marker ID,Error X,Error Y,Yaw Error,Height,PID Value X,PID Value Y,PID Value Yaw
2024-02-03 18:38:39,20,-11,4,4,82,0,0,12
2024-02-03 18:38:40,20,-14,8,3,82,100,0,9
2024-02-03 18:38:40,20,-14,8,3,82,35,0,9
2024-02-03 18:38:40,20,-14,8,2,82,35,0,6
2024-02-03 18:38:40,20,-15,8,4,82,0,0,12
2024-02-03 18:38:40,20,-15,9,4,82,0,0,12
2024-02-03 18:38:40,20,-15,9,3,82,37,0,9
2024-02-03 18:38:40,20,-15,9,4,82,0,0,12
2024-02-03 18:38:40,20,-15,10,4,82,0,0,12
2024-02-03 18:38:40,20,-15,10,4,82,0,0,12
2024-02-03 18:38:40,20,-15,10,4,82,0,0,12
2024-02-03 18:38:40,20,-16,10,4,82,0,0,12
2024-02-03 18:38:40,20,-16,11,4,82,0,0,12
2024-02-03 18:38:41,20,-16,11,4,82,0,0,12
2024-02-03 18:38:41,20,-16,11,3,82,40,0,9
2024-02-03 18:38:41,20,-16,12,-3,82,40,0,-9
2024-02-03 18:38:41,20,-16,12,-3,82,40,0,-9
2024-02-03 18:38:41,20,-16,12,3,81,40,0,9
2024-02-03 18:38:41,20,-16,12,2,82,40,0,6
2024-02-03 18:38:41,20,-16,13,3,82,40,0,9
2024-02-03 18:38:41,20,-16,13,4,82,0,0,12
2024-02-03 18:38:41,20,-17,13,4,80,0,0,12
2024-02-03 18:38:41,20,-18,13,3,80,100,0,9
2024-02-03 18:38:41,20,-18,12,2,80,45,0,6
2024-02-03 18:38:41,20,-16,13,3,80,-100,0,9
2024-02-03 18:38:41,20,-17,13,2,80,100,0,6
2024-02-03 18:38:42,20,-18,13,2,80,100,0,6
2024-02-03 18:38:42,20,-17,13,2,80,-76,0,6
2024-02-03 18:38:42,20,-15,13,2,79,-100,0,6
2024-02-03 18:38:42,20,-15,13,2,79,37,0,6
2024-02-03 18:38:42,20,-13,14,1,79,-100,0,3
2024-02-03 18:38:42,20,-3,15,1,80,-100,0,3
2024-02-03 18:38:42,20,-3,15,1,80,7,0,3
2024-02-03 18:38:42,20,3,15,1,79,-100,0,3
2024-02-03 18:38:42,20,4,15,-1,79,-100,0,-3
2024-02-03 18:38:42,20,4,15,2,79,-10,0,6
2024-02-03 18:38:42,20,4,15,1,80,-10,0,3
2024-02-03 18:38:42,20,4,16,2,80,-10,0,6
2024-02-03 18:38:42,20,3,17,1,80,88,0,3
2024-02-03 18:38:43,20,3,16,1,80,-7,0,3
2024-02-03 18:38:43,20,0,17,1,80,100,0,3
2024-02-03 18:38:43,20,-3,18,3,79,100,0,9
2024-02-03 18:38:43,20,-7,18,4,79,0,0,12
2024-02-03 18:38:43,20,-10,19,3,80,100,0,9
2024-02-03 18:38:43,20,-18,19,1,79,100,0,3
2024-02-03 18:38:43,20,-19,20,1,80,100,0,3
2024-02-03 18:38:43,20,-19,20,1,80,47,0,3
2024-02-03 18:38:43,20,-19,21,0,79,47,0,0
2024-02-03 18:38:43,20,-19,22,-2,79,47,0,-6
2024-02-03 18:38:43,20,-18,22,-1,80,-51,0,-3
2024-02-03 18:38:43,20,-17,23,-1,80,-53,0,-3
2024-02-03 18:38:43,20,-15,25,0,80,-100,0,0
2024-02-03 18:38:44,20,-15,25,0,80,37,0,0
2024-02-03 18:38:44,20,-8,26,0,80,-100,0,0
2024-02-03 18:38:44,20,-2,26,-5,81,0,0,-15
2024-02-03 18:38:44,20,3,26,-1,81,-100,0,-3
2024-02-03 18:38:44,20,5,27,0,81,-100,0,0
2024-02-03 18:38:44,20,8,27,1,81,-100,0,3
2024-02-03 18:38:44,20,9,27,-1,81,-100,0,-3
2024-02-03 18:38:44,20,10,27,0,81,-100,0,0
2024-02-03 18:38:44,20,10,28,0,81,-25,0,0
2024-02-03 18:38:44,20,10,29,1,82,-25,0,3
2024-02-03 18:38:44,20,9,29,1,82,73,0,3
2024-02-03 18:38:44,20,7,29,1,82,100,0,3
2024-02-03 18:38:44,20,6,29,1,82,81,0,3
2024-02-03 18:38:45,20,6,29,1,82,-15,0,3
2024-02-03 18:38:45,20,-2,31,0,83,100,0,0
2024-02-03 18:38:45,20,-7,30,1,83,100,0,3
2024-02-03 18:38:45,20,-12,31,1,83,100,0,3
2024-02-03 18:38:45,20,-16,34,0,83,100,0,0
2024-02-03 18:38:45,20,-16,33,0,83,40,0,0
2024-02-03 18:38:45,20,-17,34,-1,83,100,0,-3
2024-02-03 18:38:45,20,-17,35,0,82,42,0,0
2024-02-03 18:38:45,20,-16,37,1,82,-56,0,3
2024-02-03 18:38:45,20,-15,37,-1,82,-58,0,-3
2024-02-03 18:38:45,20,-14,38,-1,82,-61,0,-3
