Time,Marker ID,Error X,Error Y,Yaw Error,Height,PID Value X,PID Value Y,PID Value Yaw
2024-02-03 22:18:21,20,0,-4,179,78,0,0,100
2024-02-03 22:18:21,20,0,-4,179,78,0,0,100
2024-02-03 22:18:21,20,0,-4,176,78,0,0,100
2024-02-03 22:18:21,20,-1,-4,177,78,0,0,100
2024-02-03 22:18:21,20,-1,-4,177,79,0,0,100
2024-02-03 22:18:21,20,0,-3,178,78,0,0,100
2024-02-03 22:18:21,20,0,-3,178,79,0,0,100
2024-02-03 22:18:22,20,0,-3,178,79,0,0,100
2024-02-03 22:18:22,20,0,-3,177,79,0,0,100
2024-02-03 22:18:22,20,0,-2,177,79,0,0,100
2024-02-03 22:18:22,20,0,-2,178,79,0,0,100
2024-02-03 22:18:22,20,0,-2,176,79,0,0,100
2024-02-03 22:18:22,20,0,-3,178,79,0,0,100
2024-02-03 22:18:22,20,1,-3,174,80,0,0,100
2024-02-03 22:18:22,20,1,-3,171,80,0,0,100
2024-02-03 22:18:23,20,1,-3,154,80,0,0,100
2024-02-03 22:18:23,20,2,-3,150,80,0,0,100
2024-02-03 22:18:23,20,2,-3,130,81,0,0,100
2024-02-03 22:18:23,20,2,-2,126,81,0,0,100
2024-02-03 22:18:23,20,3,-3,109,81,0,0,100
2024-02-03 22:18:23,20,2,-2,104,81,0,0,100
2024-02-03 22:18:23,20,3,-1,85,80,0,0,100
2024-02-03 22:18:23,20,3,-1,79,80,0,0,100
2024-02-03 22:18:24,20,2,0,64,80,0,0,100
2024-02-03 22:18:24,20,2,0,54,80,0,0,100
2024-02-03 22:18:24,20,1,1,39,80,0,0,100
2024-02-03 22:18:24,20,0,2,30,80,0,0,90
2024-02-03 22:18:24,20,-3,2,15,79,0,0,45
2024-02-03 22:18:24,20,-4,2,10,79,0,0,30
2024-02-03 22:18:24,20,-5,1,0,79,16,-4,0
2024-02-03 22:18:25,20,-5,1,-3,78,16,-4,-9
2024-02-03 22:18:25,20,-6,2,-4,78,16,-16,-12
2024-02-03 22:18:25,20,-6,1,-3,77,16,16,-9
2024-02-03 22:18:25,20,-6,2,-2,77,16,-16,-6
2024-02-03 22:18:25,20,-6,3,-2,77,16,-16,-6
2024-02-03 22:18:25,20,-5,3,-2,77,-16,-12,-6
2024-02-03 22:18:25,20,-4,3,-2,77,-16,-12,-6
2024-02-03 22:18:25,20,-3,4,-2,77,-16,-16,-6
2024-02-03 22:18:26,20,-1,3,0,78,-16,16,0
2024-02-03 22:18:26,20,2,3,0,78,-16,-12,0
2024-02-03 22:18:26,20,2,3,-1,78,-8,-12,-3
2024-02-03 22:18:26,20,3,1,0,79,-16,16,0
2024-02-03 22:18:26,20,3,1,0,79,-12,-4,0
2024-02-03 22:18:26,20,2,2,0,79,16,-16,0
2024-02-03 22:18:26,20,2,1,0,80,-8,16,0
2024-02-03 22:18:26,20,0,1,0,81,16,-4,0
2024-02-03 22:18:27,20,-1,1,2,81,16,-4,6
2024-02-03 22:18:27,20,-1,0,0,81,4,16,0
2024-02-03 22:18:27,20,-2,0,3,81,16,0,9
2024-02-03 22:18:27,20,-2,-1,0,81,8,16,0
2024-02-03 22:18:27,20,-2,-1,-1,81,8,4,-3
2024-02-03 22:18:27,20,-2,-1,0,81,8,4,0
2024-02-03 22:18:27,20,-2,0,-1,81,8,-16,-3
2024-02-03 22:18:27,20,-2,0,-2,81,8,0,-6
2024-02-03 22:18:28,20,-1,2,-2,81,-16,-16,-6
2024-02-03 22:18:28,20,0,3,0,81,-16,-16,0
2024-02-03 22:18:28,20,0,2,0,80,0,16,0
2024-02-03 22:18:28,20,3,3,0,81,-16,-16,0
2024-02-03 22:18:28,20,3,3,1,81,-12,-12,3
2024-02-03 22:18:28,20,3,3,0,81,-12,-12,0
2024-02-03 22:18:28,20,3,3,2,81,-12,-12,6
2024-02-03 22:18:28,20,3,4,2,82,-12,-16,6
2024-02-03 22:18:29,20,3,4,0,82,-12,-16,0
2024-02-03 22:18:29,20,2,4,0,82,16,-16,0
2024-02-03 22:18:29,20,2,4,0,83,-8,-16,0
2024-02-03 22:18:29,20,1,3,0,83,16,16,0
2024-02-03 22:18:29,20,0,3,-1,82,16,-12,-3
2024-02-03 22:18:29,20,-1,2,-2,82,16,16,-6
2024-02-03 22:18:29,20,-2,1,-1,82,16,16,-3
2024-02-03 22:18:29,20,-2,0,0,82,8,16,0
2024-02-03 22:18:30,20,-2,-1,0,81,8,16,0
2024-02-03 22:18:30,20,-2,-1,0,81,8,4,0
2024-02-03 22:18:30,20,0,0,0,81,-16,-16,0
2024-02-03 22:18:30,20,0,0,0,82,0,0,0
2024-02-03 22:18:30,20,2,2,0,82,-16,-16,0
2024-02-03 22:18:30,20,2,3,0,82,-8,-16,0
2024-02-03 22:18:30,20,4,4,0,83,-16,-16,0
2024-02-03 22:18:30,20,5,5,0,82,-16,-16,0
2024-02-03 22:18:31,20,5,6,-1,83,-16,-16,-3
2024-02-03 22:18:31,20,6,6,0,82,-16,-16,0
2024-02-03 22:18:31,20,6,5,1,82,-16,16,3
2024-02-03 22:18:31,20,5,5,0,82,16,-16,0
2024-02-03 22:18:31,20,5,4,1,81,-16,16,3
2024-02-03 22:18:31,20,4,3,0,80,16,16,0
2024-02-03 22:18:31,20,2,1,-1,80,16,16,-3
2024-02-03 22:18:31,20,2,0,0,79,-8,16,0
2024-02-03 22:18:32,20,0,-1,-1,79,16,16,-3
2024-02-03 22:18:32,20,0,-1,-1,79,0,4,-3
2024-02-03 22:18:32,20,0,1,-1,79,0,-16,-3
2024-02-03 22:18:32,20,0,1,-1,79,0,-4,-3
2024-02-03 22:18:32,20,0,4,0,79,0,-16,0
2024-02-03 22:18:32,20,0,5,0,78,0,-16,0
2024-02-03 22:18:32,20,1,7,0,79,-16,-16,0
2024-02-03 22:18:32,20,1,7,-2,79,-4,-16,-6
2024-02-03 22:18:33,20,1,8,-1,79,-4,-16,-3
2024-02-03 22:18:33,20,1,8,-1,79,-4,-16,-3
2024-02-03 22:18:33,20,1,7,0,78,-4,16,0
2024-02-03 22:18:33,20,1,7,-2,78,-4,-16,-6
2024-02-03 22:18:33,20,1,5,-2,78,-4,16,-6
2024-02-03 22:18:33,20,1,4,-2,78,-4,16,-6
2024-02-03 22:18:33,20,1,3,-1,78,-4,16,-3
2024-02-03 22:18:33,20,1,2,-2,78,-4,16,-6
2024-02-03 22:18:34,20,1,1,-2,77,-4,16,-6
2024-02-03 22:18:34,20,1,1,-2,78,-4,-4,-6
2024-02-03 22:18:34,20,1,2,-1,78,-4,-16,-3
2024-02-03 22:18:34,20,0,3,-1,78,16,-16,-3
2024-02-03 22:18:34,20,0,5,1,78,0,-16,3
2024-02-03 22:18:34,20,0,6,1,79,0,-16,3
2024-02-03 22:18:34,20,0,7,-1,80,0,-16,-3
2024-02-03 22:18:34,20,0,8,1,80,0,-16,3
2024-02-03 22:18:35,20,1,8,1,80,-16,-16,3
2024-02-03 22:18:35,20,1,8,1,80,-4,-16,3
2024-02-03 22:18:35,20,1,8,-2,80,-4,-16,-6
2024-02-03 22:18:35,20,2,7,1,81,-16,16,3
2024-02-03 22:18:35,20,1,6,0,80,16,16,0
2024-02-03 22:18:35,20,1,6,1,80,-4,-16,3
2024-02-03 22:18:35,20,1,4,0,80,-4,16,0
2024-02-03 22:18:36,20,1,3,-2,79,-4,16,-6
2024-02-03 22:18:36,20,0,3,0,79,16,-12,0
2024-02-03 22:18:36,20,0,2,-2,79,0,16,-6
2024-02-03 22:18:36,20,0,2,0,79,0,-8,0
2024-02-03 22:18:36,20,-1,3,1,79,16,-16,3
2024-02-03 22:18:36,20,0,3,0,79,-16,-12,0
2024-02-03 22:18:36,20,0,4,1,79,0,-16,3
2024-02-03 22:18:36,20,1,5,0,79,-16,-16,0
2024-02-03 22:18:37,20,1,6,0,79,-4,-16,0
2024-02-03 22:18:37,20,2,7,-1,79,-16,-16,-3
2024-02-03 22:18:37,20,2,7,1,79,-8,-16,3
2024-02-03 22:18:37,20,3,6,1,79,-16,16,3
2024-02-03 22:18:37,20,3,6,0,79,-12,-16,0
2024-02-03 22:18:37,20,2,4,-1,79,16,16,-3
2024-02-03 22:18:37,20,2,2,1,78,-8,16,3
2024-02-03 22:18:37,20,1,1,0,78,16,16,0
2024-02-03 22:18:38,20,-1,0,0,78,16,16,0
2024-02-03 22:18:38,20,-2,0,0,78,16,0,0
2024-02-03 22:18:38,20,-3,0,0,79,16,0,0
2024-02-03 22:18:38,20,-3,0,-1,79,12,0,-3
2024-02-03 22:18:38,20,-3,1,0,79,12,-16,0
2024-02-03 22:18:38,20,-3,1,0,79,12,-4,0
2024-02-03 22:18:38,20,-2,2,0,79,-16,-16,0
2024-02-03 22:18:38,20,-1,3,0,79,-16,-16,0
