Time,Marker ID,Error X,Error Y,Yaw Error,Height,PID Value X,PID Value Y,PID Value Yaw
2024-02-03 18:32:41,20,-17,-4,4,70,0,0,12
2024-02-03 18:32:41,20,-18,-6,5,70,0,0,15
2024-02-03 18:32:41,20,-19,-6,2,70,76,0,6
2024-02-03 18:32:48,20,-25,-12,-3,91,76,0,-9
2024-02-03 18:32:48,20,-25,-12,6,91,0,0,18
2024-02-03 18:32:48,20,-22,-12,-2,90,57,0,-6
2024-02-03 18:32:49,20,-21,-13,-2,91,56,0,-6
2024-02-03 18:32:49,20,-21,-14,0,91,63,0,0
2024-02-03 18:32:49,20,-21,-14,0,91,63,0,0
2024-02-03 18:32:49,20,-21,-14,5,91,0,0,15
2024-02-03 18:32:49,20,-19,-14,-2,91,18,0,-6
2024-02-03 18:32:49,20,-21,-14,-1,91,100,0,-3
2024-02-03 18:32:49,20,-17,-15,-3,92,-25,0,-9
2024-02-03 18:32:49,20,-13,-16,-4,91,0,0,-12
2024-02-03 18:32:49,20,-14,-16,-3,92,66,0,-9
2024-02-03 18:32:49,20,-13,-17,-3,92,23,0,-9
2024-02-03 18:32:49,20,-7,-16,0,92,-94,0,0
2024-02-03 18:32:50,20,-9,-16,-2,92,65,0,-6
2024-02-03 18:32:50,20,-8,-16,-3,93,0,0,-9
2024-02-03 18:32:50,20,-6,-17,-6,93,0,0,-18
2024-02-03 18:32:50,20,-1,-17,1,93,-93,0,3
2024-02-03 18:32:50,20,-1,-17,1,94,3,0,3
2024-02-03 18:32:50,20,1,-17,0,94,-41,0,0
2024-02-03 18:32:50,20,2,-17,-3,93,-25,0,-9
2024-02-03 18:32:50,20,6,-17,-2,93,-94,0,-6
2024-02-03 18:32:50,20,3,-17,0,93,48,0,0
2024-02-03 18:32:50,20,6,-18,-1,93,-74,0,-3
2024-02-03 18:32:50,20,6,-17,1,93,-18,0,3
2024-02-03 18:32:50,20,7,-17,1,93,-40,0,3
2024-02-03 18:32:50,20,5,-19,0,93,23,0,0
2024-02-03 18:32:51,20,5,-18,-1,93,-15,0,-3
2024-02-03 18:32:51,20,4,-19,3,93,7,0,9
2024-02-03 18:32:51,20,2,-19,1,93,32,0,3
2024-02-03 18:32:51,20,-1,-18,4,93,0,0,12
2024-02-03 18:32:51,20,2,-18,4,93,0,0,12
2024-02-03 18:32:51,20,-3,-19,1,93,100,0,3
2024-02-03 18:32:51,20,-4,-19,2,93,31,0,6
2024-02-03 18:32:51,20,-4,-19,2,92,12,0,6
2024-02-03 18:32:51,20,-4,-18,3,91,12,0,9
2024-02-03 18:32:51,20,-6,-18,1,92,56,0,3
2024-02-03 18:32:51,20,-6,-18,2,91,18,0,6
2024-02-03 18:32:51,20,-4,-18,0,91,-26,0,0
2024-02-03 18:32:51,20,-3,-18,3,91,-9,0,9
2024-02-03 18:32:52,20,-4,-18,3,91,31,0,9
2024-02-03 18:32:52,20,-4,-18,4,90,0,0,12
2024-02-03 18:32:52,20,2,-18,5,90,0,0,15
2024-02-03 18:32:52,20,1,-18,5,91,0,0,15
2024-02-03 18:32:52,20,2,-18,4,91,0,0,12
2024-02-03 18:32:52,20,3,-19,4,91,0,0,12
2024-02-03 18:32:52,20,4,-19,4,91,0,0,12
2024-02-03 18:32:52,20,4,-19,4,92,0,0,12
2024-02-03 18:32:52,20,6,-19,4,92,0,0,12
2024-02-03 18:32:52,20,8,-19,1,91,-62,0,3
2024-02-03 18:32:52,20,7,-19,1,91,-1,0,3
2024-02-03 18:32:52,20,10,-19,4,90,0,0,12
2024-02-03 18:32:52,20,11,-19,5,90,0,0,15
2024-02-03 18:32:53,20,8,-19,4,90,0,0,12
2024-02-03 18:32:53,20,8,-19,3,90,-24,0,9
2024-02-03 18:32:53,20,8,-18,0,89,-24,0,0
2024-02-03 18:32:53,20,9,-18,6,90,0,0,18
2024-02-03 18:32:53,20,9,-18,6,90,0,0,18
2024-02-03 18:32:53,20,9,-18,6,89,0,0,18
2024-02-03 18:32:53,20,8,-18,-1,87,0,0,-3
2024-02-03 18:32:53,20,7,-18,4,87,0,0,12
2024-02-03 18:32:53,20,7,-17,1,88,-21,0,3
2024-02-03 18:32:53,20,6,-17,2,88,6,0,6
2024-02-03 18:32:53,20,6,-18,4,88,0,0,12
2024-02-03 18:32:53,20,6,-18,5,87,0,0,15
2024-02-03 18:32:53,20,5,-18,3,87,4,0,9
2024-02-03 18:32:54,20,5,-18,3,87,-15,0,9
2024-02-03 18:32:54,20,4,-18,3,87,7,0,9
2024-02-03 18:32:54,20,4,-17,1,87,-12,0,3
2024-02-03 18:32:54,20,4,-18,3,87,-12,0,9
2024-02-03 18:32:54,20,4,-19,2,87,-12,0,6
2024-02-03 18:32:54,20,4,-19,0,87,-12,0,0
2024-02-03 18:32:54,20,4,-18,0,87,-12,0,0
2024-02-03 18:32:54,20,3,-18,2,87,10,0,6
2024-02-03 18:32:54,20,3,-19,-1,87,-9,0,-3
2024-02-03 18:32:54,20,3,-19,-2,87,-9,0,-6
2024-02-03 18:32:54,20,3,-19,-1,87,-9,0,-3
2024-02-03 18:32:54,20,2,-18,-1,88,13,0,-3
2024-02-03 18:32:55,20,1,-18,-1,88,16,0,-3
2024-02-03 18:32:55,20,1,-18,-1,88,-3,0,-3
2024-02-03 18:32:55,20,0,-19,0,88,19,0,0
2024-02-03 18:32:55,20,-1,-19,-2,89,22,0,-6
2024-02-03 18:32:55,20,-1,-19,-2,89,3,0,-6
2024-02-03 18:32:55,20,-1,-19,1,89,3,0,3
2024-02-03 18:32:55,20,-2,-19,-1,90,24,0,-3
2024-02-03 18:32:55,20,-2,-19,1,91,6,0,3
2024-02-03 18:32:55,20,-2,-19,1,92,6,0,3
2024-02-03 18:32:55,20,-2,-18,1,92,6,0,3
2024-02-03 18:32:55,20,-2,-19,1,92,6,0,3
2024-02-03 18:32:55,20,-2,-19,1,92,6,0,3
2024-02-03 18:32:55,20,-2,-19,1,92,6,0,3
2024-02-03 18:32:56,20,-1,-18,0,92,-16,0,0
2024-02-03 18:32:56,20,-1,-19,1,93,3,0,3
2024-02-03 18:32:56,20,-1,-18,1,93,3,0,3
2024-02-03 18:32:56,20,0,-18,-2,93,-19,0,-6
2024-02-03 18:32:56,20,0,-18,1,93,0,0,3
2024-02-03 18:32:56,20,0,-18,-2,93,0,0,-6
2024-02-03 18:32:56,20,0,-19,-1,94,0,0,-3
2024-02-03 18:32:56,20,0,-19,1,94,0,0,3
2024-02-03 18:32:56,20,0,-19,-2,94,0,0,-6
2024-02-03 18:32:56,20,0,-19,-1,94,0,0,-3
2024-02-03 18:32:56,20,0,-19,-3,94,0,0,-9
2024-02-03 18:32:56,20,0,-20,0,93,0,0,0
2024-02-03 18:32:56,20,0,-20,-2,93,0,0,-6
2024-02-03 18:32:57,20,0,-19,-5,94,0,0,-15
2024-02-03 18:32:57,20,1,-19,-4,93,0,0,-12
2024-02-03 18:32:57,20,1,-19,-4,93,0,0,-12
2024-02-03 18:32:57,20,0,-20,-6,94,0,0,-18
2024-02-03 18:32:57,20,0,-20,-4,94,0,0,-12
2024-02-03 18:32:57,20,-1,-20,-4,94,0,0,-12
2024-02-03 18:32:57,20,-2,-20,-4,94,0,0,-12
2024-02-03 18:32:57,20,-2,-20,-1,94,6,0,-3
2024-02-03 18:32:57,20,-2,-20,-1,94,6,0,-3
2024-02-03 18:32:57,20,-2,-21,-2,94,6,0,-6
2024-02-03 18:32:57,20,-2,-21,-4,94,0,0,-12
2024-02-03 18:32:57,20,-2,-21,-4,94,0,0,-12
2024-02-03 18:32:57,20,-1,-21,-6,94,0,0,-18
2024-02-03 18:32:58,20,-1,-21,-4,94,0,0,-12
2024-02-03 18:32:58,20,-1,-21,-6,94,0,0,-18
2024-02-03 18:32:58,20,-1,-21,-6,94,0,0,-18
2024-02-03 18:32:58,20,0,-22,-7,94,0,0,-21
2024-02-03 18:32:58,20,0,-21,-3,94,0,0,-9
