Time,Marker ID,Error X,Error Y,Yaw Error,Height,PID Value X,PID Value Y,PID Value Yaw,Value Z
2024-02-04 19:34:57,,,,,83,,,,15
2024-02-04 19:34:57,20,1,-22,1,83,-6,15,3,0
2024-02-04 19:34:57,20,4,-24,1,83,-15,15,3,0
2024-02-04 19:34:57,20,5,-25,0,83,-15,15,0,0
2024-02-04 19:34:57,20,4,-26,3,83,15,15,9,0
2024-02-04 19:34:57,20,2,-25,1,83,15,-13,3,0
2024-02-04 19:34:57,20,2,-25,2,83,-7,15,6,0
2024-02-04 19:34:57,20,2,-24,4,82,-7,-14,12,0
2024-02-04 19:34:57,20,0,-23,1,82,15,-14,3,0
2024-02-04 19:34:57,20,0,-23,3,82,0,15,9,0
2024-02-04 19:34:57,20,1,-23,1,82,-15,15,3,0
2024-02-04 19:34:57,20,0,-26,3,82,15,15,9,0
2024-02-04 19:34:57,20,-1,-27,3,82,15,15,9,0
2024-02-04 19:34:57,20,-1,-27,3,82,6,15,9,0
2024-02-04 19:34:57,20,-2,-29,4,82,15,15,12,0
2024-02-04 19:34:57,20,-3,-28,5,82,15,-10,15,0
2024-02-04 19:34:57,20,-3,-28,4,83,8,15,12,0
2024-02-04 19:34:57,20,-3,-28,4,83,8,15,12,0
2024-02-04 19:34:57,20,-3,-28,4,83,8,15,12,0
2024-02-04 19:34:58,20,-3,-28,4,82,8,15,12,0
2024-02-04 19:34:58,20,-3,-28,5,82,8,15,15,0
2024-02-04 19:34:58,20,-4,-28,4,82,15,15,12,0
2024-02-04 19:34:58,20,-4,-28,4,82,9,15,12,0
2024-02-04 19:34:58,20,-4,-29,5,83,9,15,15,0
2024-02-04 19:34:58,20,-5,-29,4,83,15,15,12,0
2024-02-04 19:34:58,20,-5,-29,4,83,10,15,12,0
2024-02-04 19:34:58,20,-5,-29,4,83,10,15,12,0
2024-02-04 19:34:58,20,-5,-29,4,83,10,15,12,0
2024-02-04 19:34:58,20,-5,-29,5,83,10,15,15,0
2024-02-04 19:34:58,20,-5,-29,5,83,10,15,15,0
2024-02-04 19:34:58,20,-5,-29,5,83,10,15,15,0
2024-02-04 19:34:58,20,-5,-30,6,83,0,0,18,0
2024-02-04 19:34:58,20,-5,-30,6,83,0,0,18,0
2024-02-04 19:34:58,20,-5,-29,5,83,10,-9,15,0
2024-02-04 19:34:58,20,-5,-29,5,83,10,15,15,0
2024-02-04 19:34:58,20,-5,-29,5,83,10,15,15,0
2024-02-04 19:34:58,20,-5,-30,4,82,10,15,12,0
2024-02-04 19:34:58,20,-5,-29,4,82,10,-9,12,0
2024-02-04 19:34:58,20,-5,-29,4,82,10,15,12,0
2024-02-04 19:34:58,20,-5,-28,4,82,10,-10,12,0
2024-02-04 19:34:58,20,-5,-28,4,82,10,15,12,0
2024-02-04 19:34:58,20,-5,-28,4,82,10,15,12,0
2024-02-04 19:34:58,20,-5,-28,4,82,10,15,12,0
2024-02-04 19:34:58,20,-5,-28,4,82,10,15,12,0
2024-02-04 19:34:58,20,-5,-27,5,82,10,-11,15,0
2024-02-04 19:34:58,20,-5,-26,7,82,0,0,21,0
2024-02-04 19:34:58,20,-5,-26,7,82,0,0,21,0
2024-02-04 19:34:58,20,-5,-25,6,82,0,0,18,0
2024-02-04 19:34:58,20,-5,-25,6,82,0,0,18,0
2024-02-04 19:34:58,20,-5,-25,5,82,10,15,15,0
2024-02-04 19:34:58,20,-5,-25,5,82,10,15,15,0
2024-02-04 19:34:59,20,-5,-25,5,82,10,15,15,0
2024-02-04 19:34:59,20,-5,-24,8,82,0,0,24,0
2024-02-04 19:34:59,20,-5,-23,4,82,10,-15,12,0
2024-02-04 19:34:59,20,-5,-22,4,82,10,-15,12,0
2024-02-04 19:34:59,20,-5,-22,4,83,10,15,12,0
2024-02-04 19:34:59,20,-5,-22,3,83,10,15,9,0
2024-02-04 19:34:59,20,-5,-22,3,83,10,15,9,0
2024-02-04 19:34:59,20,-5,-22,3,84,10,15,9,0
2024-02-04 19:34:59,20,-5,-22,2,84,10,15,6,0
2024-02-04 19:34:59,20,-5,-22,2,84,10,15,6,0
2024-02-04 19:34:59,20,-4,-21,2,84,-15,-15,6,0
2024-02-04 19:34:59,20,-4,-21,2,84,9,15,6,0
2024-02-04 19:34:59,20,-4,-20,4,84,9,-15,12,0
2024-02-04 19:34:59,20,-4,-20,1,84,9,15,3,0
2024-02-04 19:34:59,20,-4,-20,1,83,9,15,3,0
2024-02-04 19:34:59,20,-4,-20,1,83,9,15,3,0
2024-02-04 19:34:59,20,-4,-20,1,83,9,15,3,0
2024-02-04 19:34:59,20,-3,-20,1,83,-15,15,3,0
2024-02-04 19:34:59,20,-2,-19,-1,83,-15,-15,-3,0
2024-02-04 19:34:59,20,-2,-19,-1,83,7,15,-3,0
2024-02-04 19:34:59,20,-2,-19,-1,83,7,15,-3,0
2024-02-04 19:34:59,20,-2,-19,-1,83,7,15,-3,0
2024-02-04 19:34:59,20,-2,-19,-1,83,7,15,-3,0
2024-02-04 19:34:59,20,-2,-19,-1,83,7,15,-3,0
2024-02-04 19:34:59,20,-2,-18,-3,83,7,-15,-9,0
2024-02-04 19:34:59,20,-2,-18,-3,83,7,15,-9,0
2024-02-04 19:34:59,20,-1,-18,-2,83,-15,15,-6,0
2024-02-04 19:34:59,20,-1,-18,-2,83,6,15,-6,0
2024-02-04 19:34:59,20,0,-18,-4,83,-15,15,-12,0
2024-02-04 19:34:59,20,0,-18,-2,83,0,15,-6,0
2024-02-04 19:34:59,20,0,-18,-2,83,0,15,-6,0
2024-02-04 19:34:59,20,0,-18,-2,83,0,15,-6,0
2024-02-04 19:35:00,20,0,-18,-3,83,0,15,-9,0
2024-02-04 19:35:00,20,1,-17,-4,83,-15,-15,-12,0
2024-02-04 19:35:00,20,1,-17,-4,83,-6,15,-12,0
2024-02-04 19:35:00,20,1,-17,-4,83,-6,15,-12,0
2024-02-04 19:35:00,20,1,-17,-4,83,-6,15,-12,0
2024-02-04 19:35:00,20,1,-17,-5,83,-6,15,-15,0
2024-02-04 19:35:00,20,1,-17,-5,83,-6,15,-15,0
2024-02-04 19:35:00,20,1,-17,-5,83,-6,15,-15,0
2024-02-04 19:35:00,20,2,-17,-6,83,0,0,-18,0
2024-02-04 19:35:00,20,2,-17,-6,83,0,0,-18,0
2024-02-04 19:35:00,20,3,-17,-7,83,0,0,-21,0
2024-02-04 19:35:00,20,3,-17,-9,83,0,0,-27,0
2024-02-04 19:35:00,20,3,-17,-9,83,0,0,-27,0
2024-02-04 19:35:00,20,3,-17,-5,83,-8,15,-15,0
2024-02-04 19:35:00,20,3,-17,-5,83,-8,15,-15,0
2024-02-04 19:35:00,20,3,-17,-5,83,-8,15,-15,0
2024-02-04 19:35:00,20,3,-16,-5,83,-8,-15,-15,0
2024-02-04 19:35:00,20,3,-16,-5,83,-8,15,-15,0
2024-02-04 19:35:00,20,3,-15,-6,83,0,0,-18,0
2024-02-04 19:35:00,20,3,-14,-3,83,-8,-15,-9,0
2024-02-04 19:35:00,20,3,-14,-3,83,-8,15,-9,0
2024-02-04 19:35:00,20,3,-14,-4,83,-8,15,-12,0
2024-02-04 19:35:00,20,3,-14,-4,83,-8,15,-12,0
2024-02-04 19:35:00,20,3,-14,-4,83,-8,15,-12,0
2024-02-04 19:35:00,20,4,-13,-3,83,-15,-15,-9,0
2024-02-04 19:35:00,20,4,-13,-3,83,-9,15,-9,0
2024-02-04 19:35:00,20,4,-13,-5,84,-9,15,-15,0
2024-02-04 19:35:00,20,4,-13,-6,84,0,0,-18,0
2024-02-04 19:35:00,20,4,-13,-6,84,0,0,-18,0
2024-02-04 19:35:00,20,5,-13,-5,83,-15,15,-15,0
2024-02-04 19:35:00,20,5,-13,-5,83,-10,15,-15,0
2024-02-04 19:35:00,20,5,-13,-5,83,-10,15,-15,0
2024-02-04 19:35:01,20,5,-13,-6,83,0,0,-18,0
2024-02-04 19:35:01,20,5,-13,-8,83,0,0,-24,0
2024-02-04 19:35:01,20,5,-13,-8,83,0,0,-24,0
2024-02-04 19:35:01,20,5,-12,-6,83,0,0,-18,0
2024-02-04 19:35:01,20,5,-12,-6,83,0,0,-18,0
2024-02-04 19:35:01,20,5,-12,-6,83,0,0,-18,0
2024-02-04 19:35:01,20,5,-12,-6,83,0,0,-18,0
2024-02-04 19:35:01,20,5,-12,-6,82,0,0,-18,0
2024-02-04 19:35:01,20,5,-12,-5,82,-10,15,-15,0
2024-02-04 19:35:01,20,5,-12,-5,82,-10,15,-15,0
2024-02-04 19:35:01,20,5,-11,-6,82,0,0,-18,0
2024-02-04 19:35:01,20,5,-11,-5,82,-10,15,-15,0
2024-02-04 19:35:01,20,5,-11,-5,82,-10,15,-15,0
2024-02-04 19:35:01,20,5,-11,-4,82,-10,15,-12,0
2024-02-04 19:35:01,20,5,-11,-5,82,-10,15,-15,0
2024-02-04 19:35:01,20,5,-11,-5,82,-10,15,-15,0
2024-02-04 19:35:01,20,5,-11,-5,81,-10,15,-15,0
2024-02-04 19:35:01,20,5,-11,-4,81,-10,15,-12,0
2024-02-04 19:35:01,20,5,-11,-4,81,-10,15,-12,0
2024-02-04 19:35:01,20,6,-10,-4,81,-15,-15,-12,0
2024-02-04 19:35:01,20,6,-10,-4,81,-11,14,-12,0
2024-02-04 19:35:01,20,6,-10,-3,81,-11,14,-9,0
2024-02-04 19:35:01,20,5,-10,-4,81,15,14,-12,0
2024-02-04 19:35:01,20,5,-10,-4,81,-10,14,-12,0
2024-02-04 19:35:01,20,5,-10,-4,81,-10,14,-12,0
2024-02-04 19:35:01,20,5,-10,-4,81,-10,14,-12,0
2024-02-04 19:35:01,20,5,-10,-6,82,0,0,-18,0
2024-02-04 19:35:01,20,5,-9,-4,82,-10,-15,-12,0
2024-02-04 19:35:01,20,5,-8,-4,82,-10,-15,-12,0
2024-02-04 19:35:01,20,5,-8,-4,82,-10,12,-12,0
2024-02-04 19:35:01,20,4,-8,-4,82,15,12,-12,0
2024-02-04 19:35:02,20,4,-8,-4,82,-9,12,-12,0
2024-02-04 19:35:02,20,4,-7,-4,82,-9,-15,-12,0
2024-02-04 19:35:02,20,4,-7,-4,82,-9,11,-12,0
2024-02-04 19:35:02,20,4,-7,-4,82,-9,11,-12,0
2024-02-04 19:35:02,20,3,-5,-4,82,15,-15,-12,-15
2024-02-04 19:35:02,20,3,-5,-4,82,-8,9,-12,-15
2024-02-04 19:35:02,20,3,-4,-2,82,-8,-15,-6,-15
2024-02-04 19:35:02,20,3,-4,-2,82,-8,8,-6,-15
2024-02-04 19:35:02,20,3,-4,-2,82,-8,8,-6,-15
2024-02-04 19:35:02,20,3,-4,-2,82,-8,8,-6,-15
2024-02-04 19:35:02,20,3,-4,-3,81,-8,8,-9,-15
2024-02-04 19:35:02,20,3,-3,-1,81,-8,-15,-3,-15
2024-02-04 19:35:02,20,3,-3,-1,81,-8,7,-3,-15
2024-02-04 19:35:02,20,2,-2,-1,81,15,-15,-3,-15
2024-02-04 19:35:02,20,2,-2,-2,81,-7,6,-6,-15
2024-02-04 19:35:02,20,2,-2,-2,81,-7,6,-6,-15
2024-02-04 19:35:02,20,2,-2,-2,81,-7,6,-6,-15
2024-02-04 19:35:02,20,2,-1,-2,81,-7,-15,-6,-15
2024-02-04 19:35:02,20,2,-1,-2,81,-7,0,-6,-15
2024-02-04 19:35:02,20,1,0,-2,81,15,-15,-6,-15
2024-02-04 19:35:02,20,1,0,-2,81,-6,-6,-6,-15
2024-02-04 19:35:02,20,1,1,-1,81,-6,-15,-3,-15
2024-02-04 19:35:02,20,0,1,-1,81,15,-7,-3,-15
2024-02-04 19:35:02,20,0,1,-1,81,0,-7,-3,-15
2024-02-04 19:35:02,20,0,1,-1,80,0,-7,-3,-15
2024-02-04 19:35:02,20,0,1,-1,80,0,-7,-3,-15
2024-02-04 19:35:02,20,1,1,-1,80,-15,-7,-3,-15
2024-02-04 19:35:02,20,0,2,0,80,15,-15,0,-15
2024-02-04 19:35:02,20,0,2,0,80,0,-8,0,-15
2024-02-04 19:35:02,20,0,2,0,80,0,-8,0,-15
2024-02-04 19:35:02,20,0,2,-2,79,0,-8,-6,-15
2024-02-04 19:35:03,20,0,2,-2,79,0,-8,-6,-15
2024-02-04 19:35:03,20,0,2,-2,79,0,-8,-6,-15
2024-02-04 19:35:03,20,0,2,-1,79,0,-8,-3,-15
2024-02-04 19:35:03,20,0,2,-1,79,0,-8,-3,-15
2024-02-04 19:35:03,20,-1,3,2,79,15,-15,6,-15
2024-02-04 19:35:03,20,-1,3,2,79,6,-9,6,-15
2024-02-04 19:35:03,20,-1,2,2,78,6,15,6,-15
2024-02-04 19:35:03,20,-1,3,0,78,6,-15,0,-15
2024-02-04 19:35:03,20,-1,3,0,78,6,-9,0,-15
2024-02-04 19:35:03,20,-1,3,0,78,6,-9,0,-15
2024-02-04 19:35:03,20,-1,3,2,78,6,-9,6,-15
2024-02-04 19:35:03,20,-1,3,2,78,6,-9,6,-15
2024-02-04 19:35:03,20,-2,3,1,78,15,-9,3,-15
2024-02-04 19:35:03,20,-2,3,1,78,7,-9,3,-15
2024-02-04 19:35:03,20,-2,3,1,78,7,-9,3,-15
2024-02-04 19:35:03,20,-2,2,2,77,7,15,6,-15
2024-02-04 19:35:03,20,-2,2,2,77,7,-8,6,-15
2024-02-04 19:35:03,20,-2,2,2,77,7,-8,6,-15
2024-02-04 19:35:03,20,-2,2,1,77,7,-8,3,-15
2024-02-04 19:35:03,20,-2,2,1,77,7,-8,3,-15
2024-02-04 19:35:03,20,-2,2,2,77,7,-8,6,-15
2024-02-04 19:35:03,20,-2,1,2,77,7,15,6,-15
2024-02-04 19:35:03,20,-2,1,2,77,7,-7,6,-15
2024-02-04 19:35:03,20,-2,1,2,77,7,-7,6,-15
2024-02-04 19:35:03,20,-2,1,2,76,7,-7,6,-15
2024-02-04 19:35:03,20,-2,1,2,76,7,-7,6,-15
2024-02-04 19:35:03,20,-2,1,2,76,7,-7,6,-15
2024-02-04 19:35:03,20,-2,1,2,76,7,-7,6,-15
2024-02-04 19:35:03,20,-2,1,2,76,7,-7,6,-15
2024-02-04 19:35:03,20,-3,0,0,76,15,15,0,-15
2024-02-04 19:35:03,20,-3,-1,2,76,8,15,6,-15
2024-02-04 19:35:03,20,-3,-1,2,76,8,0,6,-15
2024-02-04 19:35:04,20,-3,-1,2,76,8,0,6,-15
2024-02-04 19:35:04,20,-3,0,2,75,8,-15,6,-15
2024-02-04 19:35:04,20,-3,0,2,75,8,-6,6,-15
2024-02-04 19:35:04,20,-2,-1,2,75,-15,15,6,-15
2024-02-04 19:35:04,20,-2,-1,2,74,7,0,6,-15
2024-02-04 19:35:04,20,-2,-2,2,74,7,15,6,-15
2024-02-04 19:35:04,20,-2,-2,2,74,7,6,6,-15
2024-02-04 19:35:04,20,-2,-2,2,74,7,6,6,-15
2024-02-04 19:35:04,20,-2,-2,2,74,7,6,6,-15
2024-02-04 19:35:04,20,-2,-2,2,74,7,6,6,-15
2024-02-04 19:35:04,20,-2,-2,1,74,7,6,3,-15
2024-02-04 19:35:04,20,-2,-2,1,73,7,6,3,-15
2024-02-04 19:35:04,20,-2,-2,1,73,7,6,3,-15
2024-02-04 19:35:04,20,-2,-3,2,73,7,15,6,-15
2024-02-04 19:35:04,20,-2,-3,2,73,7,7,6,-15
2024-02-04 19:35:04,20,-2,-3,1,73,7,7,3,-15
2024-02-04 19:35:04,20,-2,-3,1,73,7,7,3,-15
2024-02-04 19:35:04,20,-2,-3,1,72,7,7,3,-15
2024-02-04 19:35:04,20,-2,-3,2,72,7,7,6,-15
2024-02-04 19:35:04,20,-1,-4,2,72,-15,15,6,-15
2024-02-04 19:35:04,20,-1,-4,2,72,6,8,6,-15
2024-02-04 19:35:04,20,-1,-4,2,71,6,8,6,-15
2024-02-04 19:35:04,20,-1,-4,2,71,6,8,6,-15
2024-02-04 19:35:04,20,-1,-4,2,71,6,8,6,-15
2024-02-04 19:35:04,20,-1,-4,2,71,6,8,6,-15
2024-02-04 19:35:04,20,-1,-5,2,71,6,15,6,-15
2024-02-04 19:35:04,20,-1,-5,2,71,6,9,6,-15
2024-02-04 19:35:04,20,-1,-5,2,71,6,9,6,-15
2024-02-04 19:35:04,20,0,-5,2,71,-15,9,6,-15
2024-02-04 19:35:04,20,0,-5,2,71,0,9,6,-15
2024-02-04 19:35:04,20,0,-5,1,70,0,9,3,-15
2024-02-04 19:35:05,20,0,-5,1,70,0,9,3,-15
2024-02-04 19:35:05,20,0,-5,1,70,0,9,3,-15
2024-02-04 19:35:05,20,0,-5,3,70,0,9,9,-15
2024-02-04 19:35:05,20,0,-5,3,70,0,9,9,-15
2024-02-04 19:35:05,20,1,-5,4,70,-15,9,12,-15
2024-02-04 19:35:05,20,2,-5,2,70,-15,9,6,-15
2024-02-04 19:35:05,20,2,-5,2,69,-7,9,6,-15
2024-02-04 19:35:05,20,2,-5,2,69,-7,9,6,-15
2024-02-04 19:35:05,20,2,-5,2,69,-7,9,6,-15
2024-02-04 19:35:05,20,2,-5,2,69,-7,9,6,-15
2024-02-04 19:35:05,20,3,-5,2,69,-15,9,6,-15
2024-02-04 19:35:05,20,3,-5,3,68,-8,9,9,-15
2024-02-04 19:35:05,20,3,-5,3,68,-8,9,9,-15
2024-02-04 19:35:05,20,4,-5,1,68,-15,9,3,-15
2024-02-04 19:35:05,20,4,-5,2,68,-9,9,6,-15
2024-02-04 19:35:05,20,4,-5,2,68,-9,9,6,-15
2024-02-04 19:35:05,20,4,-5,2,68,-9,9,6,-15
2024-02-04 19:35:05,20,4,-4,2,68,-9,-15,6,-15
2024-02-04 19:35:05,20,4,-4,2,67,-9,8,6,-15
2024-02-04 19:35:05,20,4,-4,2,67,-9,8,6,-15
2024-02-04 19:35:05,20,4,-4,2,67,-9,8,6,-15
2024-02-04 19:35:05,20,4,-4,2,66,-9,8,6,-15
2024-02-04 19:35:05,20,4,-4,2,66,-9,8,6,-15
2024-02-04 19:35:05,20,4,-4,2,66,-9,8,6,-15
